case_id,lang,topic,case_text,resolution,status,closed_at,synthetic
CASE-001141,ar,billing,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,تمت مطابقة الدفعة وتحديث حالة الحساب,resolved,2025-03-20T12:00,True
CASE-001142,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة خدمات المياه,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2025-03-20T13:00,True
CASE-001143,ar,licensing,لم تتغير حالة الطلب رقم BYN-2025-051142 😡,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2025-03-20T14:00,True
CASE-001144,en,parks,The path at Al Olaya is not wheelchair accessible,The issue was assigned to the parks team and repaired,resolved,2025-03-20T15:00,True
CASE-001145,en,roads,Damaged asphalt near Al Olaya is making driving unsafe,The case was assigned to the roads team and the pothole was repaired,resolved,2025-03-20T16:00,True
CASE-001146,ar,lighting,إنارة الممر لا تعمل عند الرياض,أصلح فريق الصيانة التوصيلات وأعاد الخدمة,resolved,2025-03-20T17:00,True
CASE-001147,ar,waste,الحاوية ممتلئة في طريق الملك فهد ولم تُفرغ منذ 12 أيام,أضيفت نقطة جمع جديدة للمنطقة,resolved,2025-03-20T18:00,True
CASE-001148,ar,water,يوجد تسرب مياه في جدة والبلاغ رقم BYN-2026-051147,عولج العطل وأعيدت المياه تدريجياً,resolved,2025-03-20T19:00,True
CASE-001149,en,billing,I PAID THE BILL BUT IT STILL SHOWS AS UNPAID,The payment was matched and the account status was updated,resolved,2025-03-20T20:00,True
CASE-001150,en,digital_services,An error appears when I upload a document in Facilities Portal,The technical issue was fixed and the verification code was resent,resolved,2025-03-20T21:00,True
CASE-001151,ar,licensing,أحتاج توضيح المستندات المطلوبة لترخيص خدمات المياه <br>,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2025-03-20T22:00,True
CASE-001152,ar,parks,الممر في حديقة حي النرجس غير مناسب للكراسي المتحركة,تم تحويل الملاحظة إلى فريق الحدائق وإصلاح العطل,resolved,2025-03-20T23:00,True
CASE-001153,ar,roads,الطريق المؤدي إلى شارع التحلية يحتاج صيانة عاجلة,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2025-03-21T00:00,True
CASE-001154,en,lighting,The streetlight at Riyadh has been out for two weeks,The lighting unit was replaced and tested,resolved,2025-03-21T01:00,True
CASE-001155,en,waste,The waste bin at Dammam has not been emptied for 20 days,A new collection point was added for the area,resolved,2025-03-21T02:00,True
CASE-001156,ar,water,يوجد تسرب مياه في حي النرجس والبلاغ رقم BYN-2026-051155 😡,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2025-03-21T03:00,True
CASE-001157,ar,billing,لووووسمحت الرسوم في خدمة بلدي غير واضحة,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2025-03-21T04:00,True
CASE-001158,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة بلدي,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2025-03-21T05:00,True
CASE-001159,en,licensing,Request BYN-2025-051158 has not changed status,The licensing team contacted the applicant for the missing document,resolved,2025-03-21T06:00,True
CASE-001160,en,parks,Irrigation is not working in Al Narjis park,The site was maintained and the affected area was reopened,resolved,2025-03-21T07:00,True
CASE-001161,ar,roads,الطريق المؤدي إلى حي الياسمين يحتاج صيانة عاجلة,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2025-03-21T08:00,True
CASE-001162,ar,lighting,الشارع مظلم قرب طريق الملك فهد ونحتاج إصلاح الإنارة,تم استبدال وحدة الإنارة واختبارها,resolved,2025-03-21T09:00,True
CASE-001163,ar,waste,تراكمت النفايات قرب جدة وتسبب رائحة قوية,أضيفت نقطة جمع جديدة للمنطقة,resolved,2025-03-21T10:00,True
CASE-001164,en,water,Water pressure is very low in Al Yasmin,The leak was repaired and network pressure was restored,resolved,2025-03-21T11:00,True
CASE-001165,en,billing,The fees for Balady are unclear,The payment was matched and the account status was updated,resolved,2025-03-21T12:00,True
CASE-001166,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة مواعيد الصيانة,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2025-03-21T13:00,True
CASE-001167,ar,licensing,طلب ترخيص خدمات المياه متوقف عند المراجعة منذ 11 أيام,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2025-03-21T14:00,True
CASE-001168,ar,parks,ألعأب الأطفال في حديقة شارع التحلية تحتاج صيانة,تمت صيانة الموقع وإعادة فتح الجزء المتضرر,resolved,2025-03-21T15:00,True
CASE-001169,en,roads,There is a pothole near King Fahd Road for 13 days — very frustrating 😡 <NATIONAL_ID>,The case was assigned to the roads team and the pothole was repaired,resolved,2025-03-21T16:00,True
CASE-001170,en,lighting,The street is dark near Al Yasmin and the lighting needs repair,The lighting unit was replaced and tested,resolved,2025-03-21T17:00,True
CASE-001171,ar,waste,الحاوية ممتلئة في الرياض ولم تُفرغ منذ 15 أيام,أضيفت نقطة جمع جديدة للمنطقة,resolved,2025-03-21T18:00,True
CASE-001172,ar,water,يوجد تسرب مياه في حي الياسمين والبلاغ رقم BYN-2026-051171 <PHONE>,عولج العطل وأعيدت المياه تدريجياً,resolved,2025-03-21T19:00,True
CASE-001173,ar,billing,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-051172,تمت مطابقة الدفعة وتحديث حالة الحساب,resolved,2025-03-21T20:00,True
CASE-001174,en,digital_services,The My Licence app crashes during sign-in,The account was refreshed and sign-in was restored,resolved,2025-03-21T21:00,True
CASE-001175,en,licensing,I need clarification on the documents required for Water Services,The documents were reviewed and the request status was updated,resolved,2025-03-21T22:00,True
CASE-001176,ar,parks,الري متوقف في حديقة الرياض,تمت صيانة الموقع وإعادة فتح الجزء المتضرر,resolved,2025-03-21T23:00,True
CASE-001177,ar,roads,حفرة في الطريق أمام الدمام منذ 21 أيام,تمت معاينة الموقع وجدولة أعمال الصيانة,resolved,2025-03-22T00:00,True
CASE-001178,ar,lighting,إنارة الممر لا تعمل عند حي الياسمين,تم استبدال وحدة الإنارة واختبارها,resolved,2025-03-22T01:00,True
CASE-001179,en,waste,The waste bin at Al Olaya has not been emptied for 2 days,The container was emptied and the collection schedule was updated,resolved,2025-03-22T02:00,True
CASE-001180,en,water,There is a water leak at Tahlia Street; reference BYN-2026-051179,The leak was repaired and network pressure was restored,resolved,2025-03-22T03:00,True
CASE-001181,ar,billing,الرسوم في خدمة بلدي غير واضحة,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2025-03-22T04:00,True
CASE-001182,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة خدمات المياه 😡 <br>,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2025-03-22T05:00,True
CASE-001183,ar,licensing,أحتاج توضيح المستندات المطلوبة لترخيص مواعيد الصيانة,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2025-03-22T06:00,True
CASE-001184,en,parks,Irrigation is not working in King Fahd Road park,The site was maintained and the affected area was reopened,resolved,2025-03-22T07:00,True
CASE-001185,en,roads,Damaged asphalt near Riyadh is making driving unsafe,The case was assigned to the roads team and the pothole was repaired,resolved,2025-03-22T08:00,True
CASE-001186,ar,lighting,لووووسمحت إنارة الممر لا تعمل عند حي الياسمين,أصلح فريق الصيانة التوصيلات وأعاد الخدمة,resolved,2025-03-22T09:00,True
CASE-001187,ar,waste,نحتأج حاوية إضافية في شارع التحلية,أضيفت نقطة جمع جديدة للمنطقة,resolved,2025-03-22T10:00,True
CASE-001188,ar,water,يوجد تسرب مياه في شارع التحلية والبلاغ رقم BYN-2026-051187,عولج العطل وأعيدت المياه تدريجياً,resolved,2025-03-22T11:00,True
CASE-001189,en,billing,Incorrect fees were charged on invoice BYN-2025-051188,The invoice was reviewed and the fees were corrected,resolved,2025-03-22T12:00,True
CASE-001190,en,digital_services,An error appears when I upload a document in Balady,The technical issue was fixed and the verification code was resent,resolved,2025-03-22T13:00,True
CASE-001191,ar,licensing,طلب ترخيص رخصتي متوقف عند المراجعة منذ 14 أيام,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2025-03-22T14:00,True
CASE-001192,ar,parks,الممر في حديقة شارع التحلية غير مناسب للكراسي المتحركة,تم تحويل الملاحظة إلى فريق الحدائق وإصلاح العطل,resolved,2025-03-22T15:00,True
CASE-001193,ar,roads,الأسفلت متضرر قرب حي النرجس والقيادة أصبحت خطرة,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2025-03-22T16:00,True
CASE-001194,en,lighting,The walkway lights are not working at Al Narjis,The lighting unit was replaced and tested,resolved,2025-03-22T17:00,True
CASE-001195,en,waste,Waste is piling up near Tahlia Street and causing a strong smell — very frustrating 😡,The container was emptied and the collection schedule was updated,resolved,2025-03-22T18:00,True
CASE-001196,ar,water,يوجد تسرب مياه في الرياض والبلاغ رقم BYN-2026-051195,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2025-03-22T19:00,True
CASE-001197,ar,billing,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2025-03-22T20:00,True
CASE-001198,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة بوابة المرافق,تم تحديث الحساب وإعادة تفعيل الدخول,resolved,2025-03-22T21:00,True
CASE-001199,en,licensing,I need clarification on the documents required for My Licence,The licensing team contacted the applicant for the missing document,resolved,2025-03-22T22:00,True
CASE-001200,en,parks,Irrigation is not working in Dammam park,The site was maintained and the affected area was reopened,resolved,2025-03-22T23:00,True
CASE-001201,ar,roads,حفرة في الطريق أمام حي الياسمين منذ 3 أيام,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2025-03-23T00:00,True
